Event Name,Start Date/Time,End Date/Time,Event Location,Latitude,Longitude
Celebration,2024-07-19T11:00:00.000,2024-07-19T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-19T10:00:00.000,2024-07-19T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Writers Workshop,2024-07-18T18:30:00.000,2024-07-18T20:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-19T09:00:00.000,2024-07-19T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-18T18:00:00.000,2024-07-18T22:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Boxing,2024-07-18T18:00:00.000,2024-07-18T19:00:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Softball - Adults,2024-07-18T19:00:00.000,2024-07-18T21:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Softball (Little league),2024-07-18T16:00:00.000,2024-07-18T19:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-18T18:00:00.000,2024-07-18T20:00:00.000,"Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01",40.7997949,-73.93487686769174
Softball - Adults,2024-07-18T18:00:00.000,2024-07-18T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Baseball - 12 and Under (Little League),2024-07-18T17:00:00.000,2024-07-18T20:30:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Baseball - 12 and Under (Little League),2024-07-19T08:00:00.000,2024-07-19T19:00:00.000,"James J Walker Park: Softball-01 ,Corlears Hook Park: Softball-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-18T12:00:00.000,2024-07-18T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Basketball,2024-07-20T08:00:00.000,2024-07-20T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Baseball - 12 and Under (Little League),2024-07-19T17:00:00.000,2024-07-19T20:30:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Miscellaneous,2024-07-19T15:30:00.000,2024-07-19T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-20T08:00:00.000,2024-07-20T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-19T19:00:00.000,2024-07-19T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-20T08:00:00.000,2024-07-20T11:00:00.000,"James J Walker Park: Soccer-01 ,Frederick Douglass Playground: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Celebration,2024-07-20T12:00:00.000,2024-07-20T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-20T10:00:00.000,2024-07-20T12:00:00.000,"Tanahey Playground: Soccer-01 ,Columbus Park: Soccer-01",40.71016515,-73.99516509020711
Softball - Adults,2024-07-19T18:00:00.000,2024-07-19T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Miscellaneous,2024-07-19T19:00:00.000,2024-07-19T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Celebration,2024-07-20T12:00:00.000,2024-07-20T16:00:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-19T17:30:00.000,2024-07-19T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-20T09:00:00.000,2024-07-20T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Moves with Limon,2024-07-20T10:00:00.000,2024-07-20T11:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Softball (Little league),2024-07-20T08:00:00.000,2024-07-20T14:00:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-19T18:00:00.000,2024-07-19T21:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-20T11:00:00.000,2024-07-20T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-19T18:00:00.000,2024-07-19T20:00:00.000,"Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01",40.7997949,-73.93487686769174
Softball - Adults,2024-07-20T18:00:00.000,2024-07-20T21:00:00.000,"James J Walker Park: Softball-01 ,James J Walker Park: Softball-01 ,James J Walker Park: Softball-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-21T09:00:00.000,2024-07-21T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Basketball,2024-07-21T08:00:00.000,2024-07-21T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Softball - Adults,2024-07-20T18:00:00.000,2024-07-20T22:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Celebration,2024-07-21T12:00:00.000,2024-07-21T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-20T13:00:00.000,2024-07-20T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-20T12:00:00.000,2024-07-20T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Softball (Little league),2024-07-21T08:00:00.000,2024-07-21T12:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-21T09:00:00.000,2024-07-21T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-21T08:00:00.000,2024-07-21T11:00:00.000,"James J Walker Park: Soccer-01 ,Frederick Douglass Playground: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-20T13:00:00.000,2024-07-20T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-21T10:30:00.000,2024-07-21T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-21T19:00:00.000,2024-07-21T21:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-21T20:30:00.000,2024-07-21T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-21T17:00:00.000,2024-07-21T19:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-22T08:00:00.000,2024-07-22T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-22T09:00:00.000,2024-07-22T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-21T13:30:00.000,2024-07-21T16:30:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-22T10:00:00.000,2024-07-22T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-21T13:00:00.000,2024-07-21T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-21T17:00:00.000,2024-07-21T19:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-22T09:00:00.000,2024-07-22T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Celebration,2024-07-22T11:00:00.000,2024-07-22T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-21T18:00:00.000,2024-07-21T21:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-22T09:00:00.000,2024-07-22T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-21T12:00:00.000,2024-07-21T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-21T15:00:00.000,2024-07-21T19:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Basketball,2024-07-22T08:00:00.000,2024-07-22T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Baseball - 12 and Under (Little League),2024-07-22T08:00:00.000,2024-07-22T19:00:00.000,"James J Walker Park: Softball-01 ,Corlears Hook Park: Softball-01",40.72974205,-74.00630704669005
Basketball,2024-07-23T08:00:00.000,2024-07-23T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Soccer - Non Regulation,2024-07-22T20:30:00.000,2024-07-22T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Softball - Adults,2024-07-22T19:00:00.000,2024-07-22T21:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-22T18:00:00.000,2024-07-22T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Upper Terrace Yoga,2024-07-23T10:00:00.000,2024-07-23T11:00:00.000,Bryant Park: Upper Terrace,40.75375085,-73.98354279430387
Baseball - 12 and Under (Little League),2024-07-23T09:00:00.000,2024-07-23T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Baseball - 12 and Under (Little League),2024-07-23T08:00:00.000,2024-07-23T21:00:00.000,"James J Walker Park: Softball-01 ,James J Walker Park: Softball-01",40.72974205,-74.00630704669005
Movie Nights,2024-07-22T16:00:00.000,2024-07-22T23:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-23T10:00:00.000,2024-07-23T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
BookClub,2024-07-23T13:00:00.000,2024-07-23T14:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
StoryTime,2024-07-23T10:30:00.000,2024-07-23T11:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-23T08:00:00.000,2024-07-23T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-22T18:00:00.000,2024-07-22T22:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Tai Chi,2024-07-23T07:30:00.000,2024-07-23T08:30:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-23T09:00:00.000,2024-07-23T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-23T09:30:00.000,2024-07-23T11:00:00.000,James J Walker Park: Soccer-01B,40.72974205,-74.00630704669005
Celebration,2024-07-22T12:30:00.000,2024-07-22T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-23T09:00:00.000,2024-07-23T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-24T09:00:00.000,2024-07-24T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-23T18:00:00.000,2024-07-23T20:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-24T10:00:00.000,2024-07-24T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer -Regulation,2024-07-23T21:00:00.000,2024-07-23T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-23T17:30:00.000,2024-07-23T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-23T18:00:00.000,2024-07-23T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-24T08:00:00.000,2024-07-24T21:00:00.000,"James J Walker Park: Softball-01 ,James J Walker Park: Softball-01",40.72974205,-74.00630704669005
Poetry,2024-07-23T18:00:00.000,2024-07-23T19:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-23T14:30:00.000,2024-07-23T17:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-24T08:00:00.000,2024-07-24T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Miscellaneous,2024-07-23T15:30:00.000,2024-07-23T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Baseball - 12 and Under (Little League),2024-07-24T09:00:00.000,2024-07-24T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-24T09:00:00.000,2024-07-24T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-24T08:00:00.000,2024-07-24T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-24T09:00:00.000,2024-07-24T13:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Basketball,2024-07-24T08:00:00.000,2024-07-24T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Live After Dark,2024-07-23T20:00:00.000,2024-07-23T21:30:00.000,Bryant Park: SW Porch,40.75375085,-73.98354279430387
Authors,2024-07-24T12:30:00.000,2024-07-24T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-24T09:00:00.000,2024-07-24T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Celebration,2024-07-24T11:00:00.000,2024-07-24T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Live After Dark,2024-07-24T20:00:00.000,2024-07-24T21:30:00.000,Bryant Park: SW Porch,40.75375085,-73.98354279430387
KnittingWWKIP Day,2024-07-24T13:30:00.000,2024-07-24T15:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Basketball,2024-07-25T08:00:00.000,2024-07-25T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Non-Fiction,2024-07-24T19:00:00.000,2024-07-24T20:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-25T09:00:00.000,2024-07-25T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-25T10:00:00.000,2024-07-25T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-25T09:00:00.000,2024-07-25T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Softball - Adults,2024-07-24T18:00:00.000,2024-07-24T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-25T08:00:00.000,2024-07-25T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-25T08:00:00.000,2024-07-25T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Broadway in Bryant Park,2024-07-25T12:30:00.000,2024-07-25T13:30:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-24T14:30:00.000,2024-07-24T17:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Lawn Yoga,2024-07-24T16:00:00.000,2024-07-24T20:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Baseball - 12 and Under (Little League),2024-07-25T09:00:00.000,2024-07-25T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Picnic Performances,2024-07-26T17:00:00.000,2024-07-26T22:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Moves with Limon,2024-07-27T10:00:00.000,2024-07-27T11:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-25T18:00:00.000,2024-07-25T22:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-25T18:00:00.000,2024-07-25T20:00:00.000,"Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01",40.7997949,-73.93487686769174
Basketball,2024-07-27T10:00:00.000,2024-07-27T12:00:00.000,"Tanahey Playground: Basketball-02 ,Tanahey Playground: Basketball-03",40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-27T08:00:00.000,2024-07-27T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer -Regulation,2024-07-25T21:00:00.000,2024-07-25T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Softball - Adults,2024-07-26T18:00:00.000,2024-07-26T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-27T10:00:00.000,2024-07-27T12:00:00.000,"Tanahey Playground: Soccer-01 ,Columbus Park: Soccer-01",40.71016515,-73.99516509020711
Softball - Adults,2024-07-25T18:00:00.000,2024-07-25T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Baseball - 12 and Under (Little League),2024-07-26T17:00:00.000,2024-07-26T20:30:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Miscellaneous,2024-07-25T15:30:00.000,2024-07-25T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Basketball,2024-07-27T08:00:00.000,2024-07-27T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Celebration,2024-07-26T11:00:00.000,2024-07-26T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Baseball - 12 and Under (Little League),2024-07-26T08:00:00.000,2024-07-26T19:00:00.000,"James J Walker Park: Softball-01 ,Corlears Hook Park: Softball-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-26T19:00:00.000,2024-07-26T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-25T17:30:00.000,2024-07-25T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-27T08:00:00.000,2024-07-27T11:00:00.000,"James J Walker Park: Soccer-01 ,Frederick Douglass Playground: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Writers Workshop,2024-07-25T18:30:00.000,2024-07-25T20:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-26T17:30:00.000,2024-07-26T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-27T09:00:00.000,2024-07-27T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Basketball,2024-07-26T08:00:00.000,2024-07-26T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Soccer - Non Regulation,2024-07-26T18:00:00.000,2024-07-26T20:00:00.000,"Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01",40.7997949,-73.93487686769174
Baseball - 12 and Under (Little League),2024-07-25T17:00:00.000,2024-07-25T20:30:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Miscellaneous,2024-07-26T15:30:00.000,2024-07-26T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Boxing,2024-07-25T18:00:00.000,2024-07-25T19:00:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Celebration,2024-07-27T12:00:00.000,2024-07-27T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Softball (Little league),2024-07-27T08:00:00.000,2024-07-27T14:00:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-25T12:00:00.000,2024-07-25T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Celebration,2024-07-27T12:00:00.000,2024-07-27T16:00:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-26T18:00:00.000,2024-07-26T21:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-26T10:00:00.000,2024-07-26T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Miscellaneous,2024-07-26T19:00:00.000,2024-07-26T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-26T09:00:00.000,2024-07-26T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Softball - Adults,2024-07-25T19:00:00.000,2024-07-25T21:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Softball (Little league),2024-07-25T16:00:00.000,2024-07-25T19:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-26T09:00:00.000,2024-07-26T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-26T09:00:00.000,2024-07-26T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-27T11:00:00.000,2024-07-27T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-28T10:30:00.000,2024-07-28T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-28T08:00:00.000,2024-07-28T11:00:00.000,"James J Walker Park: Soccer-01 ,Frederick Douglass Playground: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Softball (Little league),2024-07-28T08:00:00.000,2024-07-28T12:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Celebration,2024-07-28T12:00:00.000,2024-07-28T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-27T13:00:00.000,2024-07-27T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Basketball,2024-07-28T08:00:00.000,2024-07-28T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Soccer - Non Regulation,2024-07-27T13:00:00.000,2024-07-27T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-28T09:00:00.000,2024-07-28T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-27T12:00:00.000,2024-07-27T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-28T09:00:00.000,2024-07-28T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-28T20:30:00.000,2024-07-28T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-28T17:00:00.000,2024-07-28T19:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Baseball - 12 and Under (Little League),2024-07-29T09:00:00.000,2024-07-29T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-29T10:00:00.000,2024-07-29T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Celebration,2024-07-29T11:00:00.000,2024-07-29T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-28T12:00:00.000,2024-07-28T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-28T13:00:00.000,2024-07-28T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-29T09:00:00.000,2024-07-29T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-29T09:00:00.000,2024-07-29T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-28T19:00:00.000,2024-07-28T21:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-29T08:00:00.000,2024-07-29T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-28T17:00:00.000,2024-07-28T19:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-28T13:30:00.000,2024-07-28T16:30:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-28T18:00:00.000,2024-07-28T21:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-28T15:00:00.000,2024-07-28T19:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Basketball,2024-07-29T08:00:00.000,2024-07-29T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Baseball - 12 and Under (Little League),2024-07-29T08:00:00.000,2024-07-29T19:00:00.000,"James J Walker Park: Softball-01 ,Corlears Hook Park: Softball-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-30T09:30:00.000,2024-07-30T11:00:00.000,James J Walker Park: Soccer-01B,40.72974205,-74.00630704669005
Tai Chi,2024-07-30T07:30:00.000,2024-07-30T08:30:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Softball - Adults,2024-07-29T19:00:00.000,2024-07-29T21:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
